0.84071024, 0.09212558, 0.08890890, 0.06459084, 0.11361297, 0.07385486, 0.06729285, 0.07411220, 0.07334020, 0.07835821, 0.07642820, 0.07578487, 0.07848688, 0.08530623, 0.08582090, 0.07771487, 0.10666495, 0.08556356, 0.08003088, 0.07732887, 0.06330417, 0.06755018, 0.08504889, 0.06253217, 0.06047349, 0.06034483, 0.05120947, 0.04747813, 0.05391148, 0.04966547, 0.04529079, 0.05043747, 0.04271745, 0.04271745, 0.04348945, 0.04426145, 0.04799279, 0.06137416, 0.05301081, 0.06793618, 0.10705095, 0.10331961, 0.08826557, 0.07115286, 0.10203294, 0.11168296, 0.09354092, 0.12866701, 0.09405558, 0.11129696, 0.13612970, 0.16482244, 0.15671642, 0.11194030, 0.12004632, 0.17395780, 0.22246526, 0.11760165, 0.10074627, 0.05030880, 0.05108080, 0.05069480, 0.05069480
0.09212558, 0.83865157, 0.26711271, 0.11901698, 0.20792589, 0.19235718, 0.09328358, 0.15723109, 0.12866701, 0.10306227, 0.10074627, 0.09431292, 0.08594956, 0.08337622, 0.08286155, 0.07681420, 0.07012352, 0.08106022, 0.07951621, 0.06857952, 0.05622748, 0.04863613, 0.05661348, 0.04940813, 0.04516212, 0.04773546, 0.03769943, 0.03718477, 0.03795677, 0.03847144, 0.03641276, 0.04374678, 0.04464745, 0.04464745, 0.04464745, 0.04683479, 0.04696346, 0.04413278, 0.05069480, 0.04966547, 0.07269686, 0.06214617, 0.05301081, 0.05095214, 0.05674215, 0.06703551, 0.05751415, 0.07449820, 0.08144622, 0.09366958, 0.10074627, 0.07874421, 0.13754503, 0.12313433, 0.11824498, 0.19235718, 0.12750901, 0.20741122, 0.28679876, 0.05699949, 0.05674215, 0.05751415, 0.05674215
0.08890890, 0.26711271, 0.82784354, 0.18888317, 0.20766855, 0.36644364, 0.14719506, 0.20663922, 0.19325785, 0.11206897, 0.13317036, 0.12686567, 0.10537828, 0.10447761, 0.10319094, 0.09855893, 0.07089552, 0.09469892, 0.09161091, 0.08504889, 0.05416881, 0.05223881, 0.06124550, 0.04490479, 0.04940813, 0.04799279, 0.04233145, 0.04181678, 0.04168811, 0.04413278, 0.04117344, 0.04297478, 0.04567679, 0.04413278, 0.04168811, 0.04722079, 0.04670612, 0.04657746, 0.04747813, 0.05043747, 0.07861554, 0.06639218, 0.04799279, 0.04927946, 0.06407617, 0.07629954, 0.05262481, 0.08479156, 0.09508492, 0.11026763, 0.11631498, 0.08800823, 0.16340710, 0.15105507, 0.12107566, 0.23031395, 0.13033968, 0.20844056, 0.52406073, 0.05674215, 0.05712815, 0.05738549, 0.05648482
0.06459084, 0.11901698, 0.18888317, 0.81394750, 0.10653628, 0.24485332, 0.23224395, 0.14590839, 0.19184251, 0.08968091, 0.13252702, 0.14629439, 0.11284097, 0.11837365, 0.12017499, 0.11940299, 0.05699949, 0.09933093, 0.10422028, 0.10859496, 0.06703551, 0.06433350, 0.05983016, 0.04619146, 0.06124550, 0.05983016, 0.04040144, 0.04117344, 0.04040144, 0.04091611, 0.04220278, 0.04181678, 0.04992280, 0.04825013, 0.05108080, 0.04902213, 0.04709213, 0.04953680, 0.05468348, 0.04992280, 0.06214617, 0.05790015, 0.04258878, 0.04503345, 0.05442615, 0.06073083, 0.04464745, 0.05970149, 0.06922285, 0.07488420, 0.07372620, 0.06188883, 0.08878024, 0.09161091, 0.07179619, 0.10936696, 0.08080288, 0.09083891, 0.16456511, 0.05609882, 0.05661348, 0.05584148, 0.05622748
0.11361297, 0.20792589, 0.20766855, 0.10653628, 0.85344828, 0.19119918, 0.09843026, 0.19763253, 0.14011837, 0.15375708, 0.12146166, 0.10512095, 0.10331961, 0.09997427, 0.09920226, 0.09315492, 0.08106022, 0.09598559, 0.09071024, 0.07964488, 0.06574884, 0.05892949, 0.06832218, 0.05249614, 0.05223881, 0.05931549, 0.04696346, 0.04284611, 0.03692743, 0.04091611, 0.03808543, 0.04143078, 0.04387545, 0.04168811, 0.03911477, 0.04361812, 0.04477612, 0.04258878, 0.04541945, 0.04889346, 0.06459084, 0.05905816, 0.04979413, 0.05043747, 0.05931549, 0.06600618, 0.05391148, 0.07102419, 0.07308286, 0.08015955, 0.08942357, 0.07707154, 0.12043232, 0.10370561, 0.09341225, 0.16044776, 0.12159032, 0.14616572, 0.19853320, 0.05262481, 0.05352548, 0.05275347, 0.05275347
0.07385486, 0.19235718, 0.36644364, 0.24485332, 0.19119918, 0.83633556, 0.21075656, 0.29168811, 0.30635615, 0.14951107, 0.18412249, 0.17653114, 0.13265569, 0.13497169, 0.13072568, 0.12159032, 0.07385486, 0.11502831, 0.10988163, 0.10473495, 0.06330417, 0.05854349, 0.06909418, 0.04323212, 0.05326814, 0.05249614, 0.04246011, 0.04400412, 0.03988677, 0.04554812, 0.04400412, 0.04567679, 0.05082347, 0.04709213, 0.04863613, 0.04863613, 0.04837880, 0.04426145, 0.05198147, 0.04413278, 0.06111683, 0.05506948, 0.04387545, 0.04503345, 0.05301081, 0.05815749, 0.04554812, 0.06330417, 0.07243953, 0.07694287, 0.08041688, 0.06150283, 0.11091096, 0.10743695, 0.08672156, 0.14899640, 0.09547092, 0.12905301, 0.27316006, 0.05751415, 0.05725682, 0.05777149, 0.05661348
0.06729285, 0.09328358, 0.14719506, 0.23224395, 0.09843026, 0.21075656, 0.80802882, 0.14835306, 0.33826557, 0.13059701, 0.26286670, 0.33697890, 0.26055069, 0.27328873, 0.27007205, 0.25540401, 0.09161091, 0.20509521, 0.22490993, 0.24137931, 0.11785898, 0.10820896, 0.08929490, 0.07012352, 0.08363356, 0.09315492, 0.04619146, 0.04464745, 0.04490479, 0.04503345, 0.04683479, 0.04413278, 0.05802882, 0.05288214, 0.05442615, 0.05198147, 0.04670612, 0.04657746, 0.04696346, 0.04464745, 0.06356150, 0.05854349, 0.04374678, 0.04220278, 0.05519815, 0.06124550, 0.04683479, 0.06793618, 0.06163150, 0.07076686, 0.07771487, 0.06510551, 0.09071024, 0.08221822, 0.06587751, 0.10254761, 0.07913021, 0.07745754, 0.12995368, 0.05725682, 0.05815749, 0.05777149, 0.05764282
0.07411220, 0.15723109, 0.20663922, 0.14590839, 0.19763253, 0.29168811, 0.14835306, 0.84058157, 0.22671127, 0.16044776, 0.16778178, 0.14552239, 0.12274833, 0.11541431, 0.11567164, 0.10640762, 0.08234689, 0.10524961, 0.09984560, 0.09547092, 0.06227483, 0.05790015, 0.06755018, 0.04927946, 0.05597015, 0.05404014, 0.04490479, 0.04220278, 0.04001544, 0.04503345, 0.04439012, 0.04567679, 0.04927946, 0.04632012, 0.05249614, 0.04902213, 0.04825013, 0.04258878, 0.04799279, 0.04644879, 0.06021616, 0.05313948, 0.03924344, 0.04336078, 0.05326814, 0.05532681, 0.04464745, 0.05918682, 0.06600618, 0.07346886, 0.07565620, 0.06394750, 0.09701493, 0.08813690, 0.08118888, 0.12081832, 0.08852290, 0.11091096, 0.17768914, 0.05494081, 0.05468348, 0.05506948, 0.05391148
0.07334020, 0.12866701, 0.19325785, 0.19184251, 0.14011837, 0.30635615, 0.33826557, 0.22671127, 0.83208955, 0.21062790, 0.43309315, 0.42858981, 0.29426145, 0.29078744, 0.28126608, 0.25244467, 0.10036027, 0.21847658, 0.22503860, 0.21101390, 0.10422028, 0.09650026, 0.08813690, 0.05880082, 0.07385486, 0.08208955, 0.04837880, 0.04580546, 0.04336078, 0.04722079, 0.04439012, 0.04516212, 0.05635615, 0.05069480, 0.05365414, 0.05133814, 0.05313948, 0.04593412, 0.05211014, 0.04284611, 0.05519815, 0.05018013, 0.04297478, 0.04246011, 0.04889346, 0.05301081, 0.04683479, 0.05597015, 0.05931549, 0.06266083, 0.07321153, 0.05674215, 0.09482759, 0.08672156, 0.07269686, 0.11412764, 0.08543489, 0.09559959, 0.15980443, 0.06201750, 0.06278950, 0.06266083, 0.06266083
0.07835821, 0.10306227, 0.11206897, 0.08968091, 0.15375708, 0.14951107, 0.13059701, 0.16044776, 0.21062790, 0.84341225, 0.24382398, 0.18708183, 0.18437983, 0.18386516, 0.17498713, 0.15748842, 0.12815234, 0.16996912, 0.15980443, 0.13342769, 0.08286155, 0.07192486, 0.09366958, 0.06523417, 0.06304683, 0.06446217, 0.04619146, 0.04323212, 0.04670612, 0.04361812, 0.03679876, 0.04696346, 0.04734946, 0.04001544, 0.04644879, 0.04503345, 0.04297478, 0.03834277, 0.04464745, 0.03808543, 0.05185280, 0.04747813, 0.04696346, 0.03950077, 0.04580546, 0.04889346, 0.04323212, 0.04927946, 0.05455481, 0.06253217, 0.06677818, 0.05519815, 0.07617087, 0.06870818, 0.06587751, 0.09186824, 0.07231086, 0.08170355, 0.10589295, 0.05532681, 0.05481215, 0.05584148, 0.05519815
