0.80931549, 0.08685023, 0.08221822, 0.08414822, 0.12030365, 0.05983016, 0.04310345, 0.07038085, 0.05313948, 0.06523417, 0.05018013, 0.04953680, 0.04413278, 0.04065878, 0.03345342, 0.07951621, 0.05854349, 0.04606279, 0.03628410, 0.03345342, 0.03937210, 0.07334020, 0.05069480, 0.04258878, 0.04194545, 0.04632012, 0.04361812, 0.05404014, 0.04554812, 0.04040144, 0.05532681, 0.03860010, 0.03962944, 0.04439012, 0.03975811, 0.04529079, 0.03834277, 0.04747813, 0.03641276, 0.03872877, 0.04143078, 0.06111683, 0.05056613, 0.05005147, 0.04632012, 0.07913021, 0.05931549, 0.06278950, 0.05468348, 0.06703551, 0.07038085, 0.09276891, 0.06755018, 0.14423572, 0.11914565, 0.11618631, 0.18103448, 0.12853834, 0.11477097, 0.23751930, 0.12995368, 0.08594956
0.08685023, 0.78705610, 0.16572311, 0.13355636, 0.18952651, 0.11991765, 0.05223881, 0.13085435, 0.06562017, 0.06523417, 0.05030880, 0.04799279, 0.04130211, 0.04091611, 0.03010808, 0.05339681, 0.04529079, 0.03885744, 0.03679876, 0.03049408, 0.03293875, 0.04464745, 0.04284611, 0.03924344, 0.03821410, 0.04413278, 0.03988677, 0.04632012, 0.04439012, 0.04233145, 0.04644879, 0.04091611, 0.04014411, 0.03911477, 0.04181678, 0.03821410, 0.04040144, 0.04168811, 0.04091611, 0.03113742, 0.03692743, 0.04529079, 0.04168811, 0.03667010, 0.03615543, 0.04310345, 0.04181678, 0.04516212, 0.04966547, 0.06073083, 0.04927946, 0.09328358, 0.10383428, 0.05995883, 0.08955224, 0.11451364, 0.09135358, 0.15723109, 0.16327844, 0.06909418, 0.06394750, 0.05815749
0.08221822, 0.16572311, 0.73185795, 0.28769943, 0.15684508, 0.19107051, 0.06780751, 0.15607308, 0.07629954, 0.07822954, 0.05880082, 0.05223881, 0.04220278, 0.04065878, 0.03435409, 0.05455481, 0.04246011, 0.03538343, 0.03281009, 0.03023675, 0.03834277, 0.04632012, 0.04040144, 0.03821410, 0.03538343, 0.03692743, 0.03950077, 0.04194545, 0.03937210, 0.04554812, 0.04027277, 0.04734946, 0.04606279, 0.04001544, 0.04477612, 0.03576943, 0.04400412, 0.03757077, 0.03705610, 0.02766341, 0.03358209, 0.04091611, 0.03795677, 0.03486876, 0.02985075, 0.04155944, 0.03692743, 0.04258878, 0.04709213, 0.06098816, 0.04040144, 0.10627895, 0.15144107, 0.05622748, 0.09238291, 0.14037571, 0.08466289, 0.21332990, 0.24639732, 0.06304683, 0.05944416, 0.05687082
0.08414822, 0.13355636, 0.28769943, 0.66906845, 0.12249099, 0.13612970, 0.05712815, 0.12313433, 0.06870818, 0.07141019, 0.05584148, 0.04709213, 0.03962944, 0.03589810, 0.02985075, 0.04953680, 0.04181678, 0.03268142, 0.03100875, 0.02637674, 0.03345342, 0.04619146, 0.03911477, 0.03499743, 0.03190942, 0.03705610, 0.03589810, 0.03937210, 0.03538343, 0.04580546, 0.03731343, 0.04451879, 0.04220278, 0.03705610, 0.03911477, 0.03641276, 0.04503345, 0.03692743, 0.03937210, 0.02920741, 0.03615543, 0.03499743, 0.04117344, 0.03950077, 0.03448276, 0.03924344, 0.03628410, 0.04258878, 0.04130211, 0.05584148, 0.03525476, 0.10975296, 0.16598044, 0.05815749, 0.10627895, 0.15259907, 0.08607823, 0.24215131, 0.27110139, 0.06150283, 0.05802882, 0.05146680
0.12030365, 0.18952651, 0.15684508, 0.12249099, 0.79439012, 0.16443644, 0.06806485, 0.20084920, 0.07810087, 0.10023160, 0.06626351, 0.06060216, 0.05069480, 0.04400412, 0.03808543, 0.06870818, 0.05661348, 0.04503345, 0.03602676, 0.03486876, 0.04065878, 0.05854349, 0.04361812, 0.04271745, 0.04104478, 0.04233145, 0.04143078, 0.04902213, 0.04619146, 0.04271745, 0.05082347, 0.03924344, 0.04194545, 0.04053011, 0.04413278, 0.04207411, 0.04464745, 0.04413278, 0.04233145, 0.03178075, 0.04040144, 0.04799279, 0.04966547, 0.04053011, 0.04246011, 0.05198147, 0.04348945, 0.04837880, 0.04554812, 0.04992280, 0.04799279, 0.07578487, 0.08015955, 0.06909418, 0.08183222, 0.09624292, 0.09804426, 0.14500772, 0.14989707, 0.08955224, 0.08633556, 0.07565620
0.05983016, 0.11991765, 0.19107051, 0.13612970, 0.16443644, 0.73906330, 0.12364900, 0.33479156, 0.14719506, 0.13175502, 0.09881626, 0.07565620, 0.05661348, 0.05313948, 0.04426145, 0.06188883, 0.05751415, 0.04348945, 0.03821410, 0.02586207, 0.03769943, 0.05301081, 0.04104478, 0.03962944, 0.03692743, 0.03847144, 0.03885744, 0.04336078, 0.04284611, 0.04554812, 0.04233145, 0.04271745, 0.04644879, 0.04001544, 0.04683479, 0.03962944, 0.04503345, 0.04053011, 0.04966547, 0.02457540, 0.04348945, 0.04606279, 0.04078744, 0.04246011, 0.03641276, 0.04181678, 0.03242409, 0.03499743, 0.03113742, 0.03474009, 0.03731343, 0.05275347, 0.08273289, 0.04374678, 0.05635615, 0.07372620, 0.05494081, 0.10486361, 0.11245497, 0.05429748, 0.05828616, 0.06047349
0.04310345, 0.05223881, 0.06780751, 0.05712815, 0.06806485, 0.12364900, 0.62622234, 0.10254761, 0.13973237, 0.10782295, 0.11888832, 0.07925888, 0.08543489, 0.09508492, 0.11026763, 0.05828616, 0.06317550, 0.05468348, 0.05442615, 0.03808543, 0.04053011, 0.04709213, 0.04091611, 0.03950077, 0.03461143, 0.03139475, 0.02933608, 0.03396809, 0.03538343, 0.03190942, 0.03371076, 0.03281009, 0.03576943, 0.03358209, 0.03589810, 0.03576943, 0.03551209, 0.03474009, 0.03937210, 0.02933608, 0.03525476, 0.03371076, 0.03216675, 0.03718477, 0.03165208, 0.03602676, 0.02959341, 0.03113742, 0.02637674, 0.02637674, 0.02779207, 0.02933608, 0.04207411, 0.03628410, 0.03100875, 0.03306742, 0.03383942, 0.04979413, 0.05416881, 0.04194545, 0.04361812, 0.05301081
0.07038085, 0.13085435, 0.15607308, 0.12313433, 0.20084920, 0.33479156, 0.10254761, 0.77483273, 0.13201235, 0.13703037, 0.09817293, 0.07617087, 0.06060216, 0.04979413, 0.04464745, 0.07050952, 0.06150283, 0.04516212, 0.03705610, 0.02676274, 0.03782810, 0.05519815, 0.04336078, 0.04155944, 0.03576943, 0.04168811, 0.03744210, 0.04271745, 0.04400412, 0.04413278, 0.04271745, 0.04181678, 0.04426145, 0.04168811, 0.04722079, 0.04104478, 0.04760679, 0.04284611, 0.04387545, 0.02779207, 0.03950077, 0.04310345, 0.04310345, 0.04053011, 0.03564076, 0.04104478, 0.03293875, 0.03667010, 0.03255275, 0.03576943, 0.03769943, 0.05609882, 0.07874421, 0.04760679, 0.05815749, 0.07243953, 0.05957283, 0.10627895, 0.11168296, 0.06407617, 0.06600618, 0.06948019
0.05313948, 0.06562017, 0.07629954, 0.06870818, 0.07810087, 0.14719506, 0.13973237, 0.13201235, 0.74292331, 0.20149254, 0.20277921, 0.12750901, 0.10576428, 0.10615028, 0.09019557, 0.08144622, 0.08247555, 0.05880082, 0.05687082, 0.03435409, 0.04271745, 0.06240350, 0.04348945, 0.04400412, 0.03538343, 0.03962944, 0.03641276, 0.03731343, 0.03872877, 0.03834277, 0.04155944, 0.03950077, 0.04014411, 0.03628410, 0.04387545, 0.04143078, 0.04155944, 0.04117344, 0.04567679, 0.03023675, 0.04168811, 0.03885744, 0.04400412, 0.04001544, 0.03808543, 0.04233145, 0.03435409, 0.03654143, 0.03203809, 0.03538343, 0.03988677, 0.04464745, 0.04632012, 0.04374678, 0.04284611, 0.04439012, 0.04837880, 0.05738549, 0.05892949, 0.05018013, 0.05481215, 0.06883685
0.06523417, 0.06523417, 0.07822954, 0.07141019, 0.10023160, 0.13175502, 0.10782295, 0.13703037, 0.20149254, 0.77933608, 0.22117859, 0.14655172, 0.10743695, 0.09392692, 0.07115286, 0.13265569, 0.10936696, 0.05983016, 0.05185280, 0.03371076, 0.04194545, 0.08543489, 0.05159547, 0.04541945, 0.04194545, 0.03769943, 0.03692743, 0.05172414, 0.04271745, 0.04065878, 0.04567679, 0.03744210, 0.04246011, 0.04104478, 0.04606279, 0.04271745, 0.04426145, 0.03885744, 0.04181678, 0.03190942, 0.03757077, 0.04310345, 0.04464745, 0.04207411, 0.03769943, 0.04078744, 0.03782810, 0.03782810, 0.03525476, 0.03576943, 0.04168811, 0.04567679, 0.05249614, 0.05211014, 0.04837880, 0.05030880, 0.05442615, 0.06664951, 0.06510551, 0.05931549, 0.07334020, 0.09933093
